gene,transcripts,chromosome,position,strand,annotation source
BDNF,"ENST00000395978.3,ENST00000395981.3,ENST00000525950.1",chr11,27742287,-,GENCODE
BDNF,ENST00000395980.2,chr11,27723179,-,GENCODE
BDNF,"ENST00000395983.3,ENST00000420794.1,ENST00000530861.1",chr11,27722548,-,GENCODE
BDNF,"ENST00000439476.2,ENST00000525528.1",chr11,27681204,-,GENCODE
BDNF,ENST00000532997.1,chr11,27741293,-,GENCODE
BDNF,ENST00000533131.1,chr11,27721213,-,GENCODE
BDP1,"ENST00000358731.4,ENST00000380675.2",chr5,70751441,+,GENCODE
BEAN1,ENST00000536005.2,chr16,66461199,+,GENCODE
BECN1,"ENST00000361523.4,ENST00000590099.1",chr17,40976280,-,GENCODE
BEGAIN,ENST00000355173.2,chr14,101036130,-,GENCODE
BEGAIN,ENST00000443071.2,chr14,101034406,-,GENCODE
BEND2,ENST00000380033.4,chrX,18239002,-,GENCODE
BEND3,ENST00000369042.1,chr6,107436472,-,GENCODE
BEND3,ENST00000429433.2,chr6,107435635,-,GENCODE
BEND4,ENST00000502486.1,chr4,42154894,-,GENCODE
BEND5,ENST00000371833.3,chr1,49242589,-,GENCODE
BEND6,ENST00000370746.3,chr6,56820089,+,GENCODE
BEND7,"ENST00000341083.3,ENST00000378605.3",chr10,13544959,-,GENCODE
BEST1,ENST00000378043.4,chr11,61717292,+,GENCODE
BEST2,ENST00000042931.1,chr19,12863406,+,GENCODE
BEST2,"ENST00000549706.1,ENST00000553030.1",chr19,12862565,+,GENCODE
BEST3,ENST00000330891.5,chr12,70093195,-,GENCODE
BEST4,ENST00000372207.3,chr1,45253376,-,GENCODE
BET1,ENST00000222547.3,chr7,93633686,-,GENCODE
BET1L,ENST00000382762.3,chr11,207427,-,GENCODE
BEX1,ENST00000372728.3,chrX,102319167,-,GENCODE
BEX2,"ENST00000372674.1,ENST00000372677.3",chrX,102565953,-,GENCODE
BEX4,"ENST00000372691.3,ENST00000372695.5",chrX,102470035,+,GENCODE
BEX5,ENST00000333643.3,chrX,101411028,-,GENCODE
BEX5,ENST00000543160.1,chrX,101410761,-,GENCODE
BFAR,ENST00000261658.2,chr16,14726671,+,GENCODE
BFSP1,ENST00000377873.3,chr20,17512013,-,GENCODE
BFSP2,ENST00000302334.2,chr3,133118838,+,GENCODE
BGLAP,ENST00000368272.4,chr1,156211752,+,GENCODE
BGN,ENST00000331595.4,chrX,152760396,+,GENCODE
BHLHA15,ENST00000314018.2,chr7,97841565,+,GENCODE
BHLHA15,ENST00000609256.1,chr7,97840738,+,GENCODE
BHLHA9,ENST00000391429.1,chr17,1173852,+,GENCODE
BHLHB9,"ENST00000361229.4,ENST00000457056.1",chrX,101975647,+,GENCODE
BHLHB9,"ENST00000372735.1,ENST00000447531.1,ENST00000448867.1",chrX,102000944,+,GENCODE
BHLHE22,ENST00000321870.1,chr8,65492813,+,GENCODE
BHLHE23,ENST00000370346.2,chr20,61638386,-,GENCODE
BHLHE40,ENST00000256495.3,chr3,5020800,+,GENCODE
BHLHE41,ENST00000242728.4,chr12,26278059,-,GENCODE
BHMT,ENST00000274353.5,chr5,78407601,+,GENCODE
BHMT2,ENST00000255192.3,chr5,78365539,+,GENCODE
BICC1,ENST00000373886.3,chr10,60272899,+,GENCODE
BICD1,ENST00000281474.5,chr12,32260162,+,GENCODE
BICD2,"ENST00000356884.6,ENST00000375512.3",chr9,95527093,-,GENCODE
BID,"ENST00000399774.3,ENST00000551952.1",chr22,18257343,-,GENCODE
BIK,ENST00000216115.2,chr22,43506753,+,GENCODE
BIN1,ENST00000316724.5,chr2,127864930,-,GENCODE
BIN2,ENST00000267012.4,chr12,51717947,-,GENCODE
BIN3,ENST00000276416.6,chr8,22526632,-,GENCODE
BIRC2,ENST00000227758.2,chr11,102217965,+,GENCODE
BIRC3,"ENST00000263464.3,ENST00000532808.1",chr11,102188259,+,GENCODE
BIRC5,ENST00000350051.3,chr17,76210278,+,GENCODE
BIRC6,ENST00000421745.2,chr2,32582095,+,GENCODE
BIRC7,"ENST00000217169.3,ENST00000342412.6",chr20,61867234,+,GENCODE
BIRC8,ENST00000426466.1,chr19,53794874,-,GENCODE
BIVM,ENST00000257336.1,chr13,103451398,+,GENCODE
BIVM-ERCC5,ENST00000602836.1,chr13,103459703,+,GENCODE
BLCAP,"ENST00000373537.2,ENST00000414542.2",chr20,36156332,-,GENCODE
BLCAP,ENST00000397131.1,chr20,36152952,-,GENCODE
BLCAP,ENST00000397134.1,chr20,36148704,-,GENCODE
BLCAP,"ENST00000397135.1,ENST00000397137.1",chr20,36156128,-,GENCODE
BLID,ENST00000560104.1,chr11,121986922,-,GENCODE
BLK,ENST00000259089.4,chr8,11351509,+,GENCODE
BLM,ENST00000355112.3,chr15,91260557,+,GENCODE
BLMH,ENST00000261714.6,chr17,28619011,-,GENCODE
BLNK,ENST00000224337.5,chr10,98031296,-,GENCODE
BLOC1S1,ENST00000257899.2,chr12,56109819,+,GENCODE
BLOC1S2,ENST00000370372.2,chr10,102046468,-,GENCODE
BLOC1S3,ENST00000433642.2,chr19,45682002,+,GENCODE
BLOC1S3,ENST00000587722.1,chr19,45682480,+,GENCODE
BLOC1S4,ENST00000320776.3,chr4,6717841,+,GENCODE
BLOC1S5,ENST00000397457.2,chr6,8064646,-,GENCODE
BLOC1S6,ENST00000220531.3,chr15,45879320,+,GENCODE
BLVRA,"ENST00000265523.4,ENST00000402924.1",chr7,43798281,+,GENCODE
BLVRB,ENST00000263368.4,chr19,40971746,-,GENCODE
BLZF1,"ENST00000329281.2,ENST00000367808.3",chr1,169337207,+,GENCODE
BMF,ENST00000354670.4,chr15,40401074,-,GENCODE
BMF,"ENST00000397573.1,ENST00000561282.1",chr15,40398635,-,GENCODE
BMF,ENST00000561360.1,chr15,40398845,-,GENCODE
BMI1,ENST00000376663.3,chr10,22610139,+,GENCODE
BMP1,ENST00000306385.5,chr8,22022248,+,GENCODE
BMP10,ENST00000295379.1,chr2,69098648,-,GENCODE
BMP15,ENST00000252677.3,chrX,50653783,+,GENCODE
BMP2,ENST00000378827.4,chr20,6748310,+,GENCODE
BMP2K,"ENST00000335016.5,ENST00000502871.1",chr4,79697531,+,GENCODE
BMP3,ENST00000282701.2,chr4,81952118,+,GENCODE
BMP4,"ENST00000245451.4,ENST00000559087.1",chr14,54423528,-,GENCODE
BMP4,ENST00000417573.1,chr14,54421269,-,GENCODE
BMP4,ENST00000558984.1,chr14,54420172,-,GENCODE
BMP5,ENST00000370830.3,chr6,55740361,-,GENCODE
BMP6,ENST00000283147.6,chr6,7727029,+,GENCODE
BMP7,ENST00000395863.3,chr20,55841683,-,GENCODE
BMP8A,ENST00000331593.5,chr1,39957317,+,GENCODE
BMP8B,ENST00000372827.3,chr1,40254532,-,GENCODE
BMPER,ENST00000297161.2,chr7,33944522,+,GENCODE
BMPER,ENST00000426693.1,chr7,33945111,+,GENCODE
BMPR1A,ENST00000372037.3,chr10,88516406,+,GENCODE
BMPR1B,ENST00000264568.4,chr4,96012641,+,GENCODE
BMPR1B,ENST00000394931.1,chr4,96025505,+,GENCODE
BMPR1B,ENST00000509540.1,chr4,95972829,+,GENCODE
BMPR1B,ENST00000512312.1,chr4,95917382,+,GENCODE
BMPR1B,ENST00000515059.1,chr4,95679118,+,GENCODE
BMPR2,ENST00000374580.4,chr2,203241658,+,GENCODE
BMS1,ENST00000374518.5,chr10,43278248,+,GENCODE
BMX,ENST00000342014.6,chrX,15525440,+,GENCODE
BMX,ENST00000348343.6,chrX,15518951,+,GENCODE
BMX,ENST00000357607.2,chrX,15482368,+,GENCODE
BNC1,ENST00000345382.2,chr15,83953465,-,GENCODE
BNC2,"ENST00000380667.2,ENST00000380672.4",chr9,16870715,-,GENCODE
BNIP1,ENST00000351486.5,chr5,172571517,+,GENCODE
BNIP2,ENST00000607373.1,chr15,59981478,-,GENCODE
BNIP3,ENST00000368636.4,chr10,133795434,-,GENCODE
BNIP3L,ENST00000380629.2,chr8,26240413,+,GENCODE
BNIPL,ENST00000368931.3,chr1,151009045,+,GENCODE
BOC,"ENST00000273395.4,ENST00000355385.3",chr3,112931374,+,GENCODE
BOC,ENST00000495514.1,chr3,112930328,+,GENCODE
BOD1,ENST00000311086.4,chr5,173043662,-,GENCODE
BOD1L1,ENST00000040738.5,chr4,13629346,-,GENCODE
BOD1L2,ENST00000585477.1,chr18,54814292,+,GENCODE
BOK,ENST00000318407.3,chr2,242498135,+,GENCODE
BOLA1,"ENST00000369150.1,ENST00000369152.5",chr1,149871163,+,GENCODE
BOLA1,ENST00000369153.2,chr1,149859439,+,GENCODE
BOLA2,ENST00000330978.3,chr16,29466284,-,GENCODE
BOLA2B,ENST00000305321.4,chr16,30205626,-,GENCODE
BOLA3,ENST00000327428.5,chr2,74375120,-,GENCODE
BOLL,ENST00000321801.7,chr2,198651297,-,GENCODE
BOP1,ENST00000307404.5,chr8,145515081,-,GENCODE
BORA,ENST00000390667.5,chr13,73302063,+,GENCODE
BPGM,"ENST00000344924.3,ENST00000393132.2,ENST00000418040.1",chr7,134331567,+,GENCODE
BPHL,ENST00000380379.5,chr6,3118925,+,GENCODE
BPI,ENST00000262865.4,chr20,36932524,+,GENCODE
BPIFA1,"ENST00000354297.4,ENST00000375413.4,ENST00000375422.2",chr20,31823800,+,GENCODE
BPIFA2,ENST00000253362.2,chr20,31749573,+,GENCODE
BPIFA2,ENST00000354932.5,chr20,31755959,+,GENCODE
BPIFA3,"ENST00000375452.3,ENST00000375454.3",chr20,31805144,+,GENCODE
BPIFB1,ENST00000253354.1,chr20,31870940,+,GENCODE
BPIFB2,ENST00000170150.3,chr20,31595405,+,GENCODE
BPIFB3,ENST00000375494.3,chr20,31643229,+,GENCODE
BPIFB4,ENST00000375483.3,chr20,31669332,+,GENCODE
BPIFB6,ENST00000349552.1,chr20,31619453,+,GENCODE
BPIFC,ENST00000300399.3,chr22,32853372,-,GENCODE
BPIFC,ENST00000397452.1,chr22,32860470,-,GENCODE
BPNT1,ENST00000322067.7,chr1,220263190,-,GENCODE
BPNT1,ENST00000469520.2,chr1,220263803,-,GENCODE
BPTF,"ENST00000306378.6,ENST00000335221.5",chr17,65821779,+,GENCODE
BPY2,"ENST00000331070.3,ENST00000382585.1",chrY,25130409,+,GENCODE
BPY2B,ENST00000382392.1,chrY,26764150,+,GENCODE
BPY2C,ENST00000382287.1,chrY,27198250,-,GENCODE
BRAF,ENST00000288602.6,chr7,140624563,-,GENCODE
BRAP,ENST00000419234.4,chr12,112123789,-,GENCODE
BRAT1,ENST00000340611.4,chr7,2595360,-,GENCODE
BRCA1,ENST00000357654.3,chr17,41277386,-,GENCODE
BRCA2,"ENST00000380152.3,ENST00000544455.1",chr13,32889613,+,GENCODE
BRCC3,ENST00000340647.4,chrX,154299694,+,GENCODE
BRD1,ENST00000216267.8,chr22,50218451,-,GENCODE
BRD1,ENST00000404034.1,chr22,50219547,-,GENCODE
BRD2,ENST00000374825.4,chr6,32936436,+,GENCODE
BRD2,"ENST00000374831.4,ENST00000395289.2",chr6,32938670,+,GENCODE
BRD2,ENST00000395287.1,chr6,32940506,+,GENCODE
BRD2,ENST00000449085.2,chr6,32940860,+,GENCODE
BRD3,ENST00000303407.7,chr9,136933138,-,GENCODE
BRD4,"ENST00000263377.2,ENST00000371835.4",chr19,15391261,-,GENCODE
BRD7,"ENST00000394688.3,ENST00000394689.2",chr16,50402766,-,GENCODE
BRD8,ENST00000254900.5,chr5,137514674,-,GENCODE
BRD9,ENST00000467963.1,chr5,892938,-,GENCODE
BRDT,"ENST00000362005.3,ENST00000399546.2",chr1,92414927,+,GENCODE
BRDT,ENST00000402388.1,chr1,92417718,+,GENCODE
BRE,"ENST00000342045.2,ENST00000379624.1",chr2,28113637,+,GENCODE
BRF1,ENST00000546474.1,chr14,105781925,-,GENCODE
BRF2,ENST00000220659.6,chr8,37707421,-,GENCODE
BRI3,ENST00000297290.3,chr7,97910986,+,GENCODE
BRI3BP,ENST00000341446.8,chr12,125478245,+,GENCODE
BRICD5,ENST00000328540.3,chr16,2261950,-,GENCODE
BRINP1,ENST00000265922.3,chr9,122131744,-,GENCODE
BRINP2,ENST00000361539.4,chr1,177140632,+,GENCODE
BRINP3,ENST00000367462.3,chr1,190446758,-,GENCODE
BRIP1,ENST00000259008.2,chr17,59940881,-,GENCODE
BRIX1,ENST00000336767.5,chr5,34915480,+,GENCODE
BRK1,ENST00000530758.1,chr3,10157275,+,GENCODE
BRMS1,ENST00000359957.3,chr11,66112595,-,GENCODE
BRMS1L,ENST00000216807.7,chr14,36295523,+,GENCODE
BROX,ENST00000340934.5,chr1,222885894,+,GENCODE
BRPF1,"ENST00000302054.3,ENST00000424362.1",chr3,9773430,+,GENCODE
BRPF1,ENST00000457855.1,chr3,9775813,+,GENCODE
BRPF3,ENST00000357641.6,chr6,36164520,+,GENCODE
BRS3,ENST00000370648.3,chrX,135570045,+,GENCODE
BRSK1,ENST00000309383.1,chr19,55795533,+,GENCODE
BRSK2,"ENST00000528841.1,ENST00000531197.1",chr11,1411130,+,GENCODE
BRWD1,ENST00000333229.2,chr21,40685744,-,GENCODE
BRWD3,ENST00000373275.4,chrX,80065186,-,GENCODE
BSCL2,ENST00000360796.5,chr11,62474869,-,GENCODE
BSCL2,"ENST00000403550.1,ENST00000407022.3,ENST00000421906.1",chr11,62473778,-,GENCODE
BSCL2,"ENST00000405837.1,ENST00000433053.1",chr11,62477015,-,GENCODE
BSDC1,ENST00000455895.2,chr1,32860048,-,GENCODE
BSG,ENST00000333511.3,chr19,572564,+,GENCODE
BSN,ENST00000296452.4,chr3,49591921,+,GENCODE
BSND,ENST00000371265.4,chr1,55464605,+,GENCODE
BSPH1,ENST00000344839.3,chr19,48495426,-,GENCODE
BSPRY,ENST00000374183.4,chr9,116111820,+,GENCODE
BST1,"ENST00000265016.4,ENST00000382346.3",chr4,15704645,+,GENCODE
BST2,ENST00000252593.6,chr19,17516456,-,GENCODE
BSX,ENST00000343035.2,chr11,122852427,-,GENCODE
BTAF1,ENST00000265990.6,chr10,93683525,+,GENCODE
BTBD1,ENST00000261721.4,chr15,83736105,-,GENCODE
BTBD10,ENST00000278174.5,chr11,13484826,-,GENCODE
BTBD11,ENST00000280758.5,chr12,107712189,+,GENCODE
BTBD11,ENST00000357167.4,chr12,107974426,+,GENCODE
BTBD16,"ENST00000260723.4,ENST00000368994.2",chr10,124030820,+,GENCODE
BTBD17,ENST00000375366.3,chr17,72358084,-,GENCODE
BTBD18,ENST00000422652.1,chr11,57519252,-,GENCODE
BTBD18,ENST00000436147.3,chr11,57518847,-,GENCODE
BTBD19,ENST00000450269.1,chr1,45274153,+,GENCODE
BTBD2,ENST00000255608.4,chr19,2015718,-,GENCODE
BTBD3,ENST00000378226.2,chr20,11898564,+,GENCODE
BTBD3,ENST00000405977.1,chr20,11871475,+,GENCODE
BTBD6,ENST00000327471.3,chr14,105715114,+,GENCODE
BTBD6,"ENST00000392554.3,ENST00000536364.1",chr14,105714868,+,GENCODE
BTBD7,ENST00000334746.5,chr14,93799366,-,GENCODE
BTBD8,ENST00000342818.3,chr1,92545892,+,GENCODE
BTBD9,ENST00000403056.1,chr6,38565869,-,GENCODE
BTBD9,ENST00000481247.1,chr6,38607699,-,GENCODE
BTC,ENST00000395743.3,chr4,75719895,-,GENCODE
BTD,ENST00000383778.4,chr3,15643475,+,GENCODE
BTF3,ENST00000335895.8,chr5,72794232,+,GENCODE
BTF3L4,ENST00000313334.8,chr1,52521796,+,GENCODE
BTG1,ENST00000256015.3,chr12,92539672,-,GENCODE
BTG2,ENST00000290551.4,chr1,203274663,+,GENCODE
BTG3,ENST00000348354.6,chr21,18985264,-,GENCODE
BTG4,ENST00000356018.2,chr11,111383078,-,GENCODE
BTK,ENST00000308731.7,chrX,100641182,-,GENCODE
BTLA,ENST00000334529.5,chr3,112218407,-,GENCODE
BTLA,ENST00000383680.4,chr3,112218204,-,GENCODE
BTN1A1,ENST00000244513.6,chr6,26501448,+,GENCODE
BTN2A1,ENST00000312541.5,chr6,26458152,+,GENCODE
BTN2A2,"ENST00000356709.4,ENST00000416795.2",chr6,26383381,+,GENCODE
BTN3A1,ENST00000289361.6,chr6,26402464,+,GENCODE
BTN3A2,"ENST00000356386.2,ENST00000377708.2,ENST00000396948.1,ENST00000527422.1",chr6,26365475,+,GENCODE
BTN3A3,ENST00000361232.3,chr6,26440715,+,GENCODE
BTNL2,ENST00000374993.1,chr6,32374899,-,GENCODE
BTNL3,ENST00000342868.6,chr5,180415844,+,GENCODE
BTNL8,"ENST00000231229.4,ENST00000508408.1",chr5,180326174,+,GENCODE
BTNL9,"ENST00000327705.9,ENST00000376842.3",chr5,180467224,+,GENCODE
BTRC,"ENST00000370187.3,ENST00000408038.2",chr10,103113841,+,GENCODE
BUB1,ENST00000302759.6,chr2,111435690,-,GENCODE
BUB1B,ENST00000287598.6,chr15,40453226,+,GENCODE
BUB3,"ENST00000368858.5,ENST00000368865.4",chr10,124913861,+,GENCODE
BUD13,ENST00000375445.3,chr11,116643702,-,GENCODE
BUD31,ENST00000222969.5,chr7,99006600,+,GENCODE
BUD31,ENST00000403633.2,chr7,99006263,+,GENCODE
BVES,ENST00000314641.5,chr6,105585048,-,GENCODE
BVES,ENST00000336775.5,chr6,105584559,-,GENCODE
BVES,ENST00000446408.2,chr6,105584222,-,GENCODE
BYSL,ENST00000230340.4,chr6,41888925,+,GENCODE
BZRAP1,"ENST00000268893.6,ENST00000355701.3",chr17,56406135,-,GENCODE
BZRAP1,ENST00000343736.4,chr17,56405444,-,GENCODE
BZW1,ENST00000409600.1,chr2,201676268,+,GENCODE
BZW2,"ENST00000258761.3,ENST00000433922.2",chr7,16685756,+,GENCODE
C10orf10,ENST00000298295.3,chr10,45474257,-,GENCODE
C10orf105,ENST00000398786.2,chr10,73497580,-,GENCODE
C10orf105,ENST00000441508.2,chr10,73479577,-,GENCODE
C10orf107,ENST00000330194.2,chr10,63422718,+,GENCODE
C10orf11,ENST00000372499.1,chr10,77542518,+,GENCODE
C10orf111,ENST00000378207.3,chr10,15139317,-,GENCODE
C10orf112,ENST00000454679.2,chr10,19493244,+,GENCODE
C10orf113,"ENST00000529198.1,ENST00000534331.1",chr10,21435487,-,GENCODE
C10orf118,ENST00000369287.3,chr10,115933978,-,GENCODE
C10orf12,ENST00000286067.2,chr10,98741040,+,GENCODE
C10orf120,ENST00000329446.4,chr10,124459337,-,GENCODE
C10orf126,ENST00000375520.1,chr10,29135336,+,GENCODE
C10orf128,ENST00000474718.1,chr10,50396403,-,GENCODE
C10orf129,ENST00000341686.3,chr10,96953956,+,GENCODE
C10orf129,ENST00000394005.3,chr10,96954233,+,GENCODE
C10orf131,ENST00000423344.2,chr10,97667721,+,GENCODE
C10orf137,"ENST00000337623.3,ENST00000356792.4",chr10,127408207,+,GENCODE
C10orf2,ENST00000311916.2,chr10,102747782,+,GENCODE
C10orf25,ENST00000298298.1,chr10,45496335,-,GENCODE
C10orf32,"ENST00000339834.5,ENST00000369883.3",chr10,104613998,+,GENCODE
C10orf35,ENST00000373279.4,chr10,71390013,+,GENCODE
C10orf53,ENST00000374111.3,chr10,50887731,+,GENCODE
C10orf54,ENST00000394957.3,chr10,73533254,-,GENCODE
C10orf55,ENST00000409178.1,chr10,75682534,-,GENCODE
C10orf55,ENST00000412307.2,chr10,75676399,-,GENCODE
C10orf62,ENST00000370640.3,chr10,99349449,+,GENCODE
C10orf67,ENST00000323327.4,chr10,23633773,-,GENCODE
C10orf71,"ENST00000323868.4,ENST00000374144.3",chr10,50507211,+,GENCODE
C10orf76,ENST00000370033.4,chr10,103815949,-,GENCODE
C10orf82,ENST00000588184.1,chr10,118429465,-,GENCODE
C10orf88,ENST00000481909.1,chr10,124713918,-,GENCODE
C10orf90,ENST00000284694.7,chr10,128210009,-,GENCODE
C10orf91,"ENST00000321248.2,ENST00000392630.3",chr10,134258692,+,GENCODE
C10orf95,ENST00000239125.1,chr10,104211299,-,GENCODE
C10orf99,ENST00000372126.3,chr10,85933493,+,GENCODE
C11orf1,ENST00000260276.3,chr11,111749947,+,GENCODE
C11orf16,ENST00000326053.5,chr11,8954535,-,GENCODE
C11orf21,ENST00000456145.2,chr11,2323142,-,GENCODE
C11orf24,ENST00000304271.6,chr11,68039429,-,GENCODE
C11orf30,ENST00000334736.3,chr11,76156068,+,GENCODE
C11orf30,"ENST00000525919.1,ENST00000529032.1",chr11,76157962,+,GENCODE
C11orf31,ENST00000388857.4,chr11,57509043,+,GENCODE
C11orf31,ENST00000534355.1,chr11,57508824,+,GENCODE
C11orf34,ENST00000338832.2,chr11,112131582,-,GENCODE
C11orf35,ENST00000329451.3,chr11,560778,-,GENCODE
C11orf40,ENST00000307616.1,chr11,4599049,-,GENCODE
C11orf42,ENST00000316375.2,chr11,6226795,+,GENCODE
C11orf44,ENST00000317019.2,chr11,130542850,+,GENCODE
C11orf45,ENST00000310799.3,chr11,128775591,-,GENCODE
C11orf48,"ENST00000354588.3,ENST00000431002.2",chr11,62439238,-,GENCODE
C11orf48,ENST00000526490.1,chr11,62438156,-,GENCODE
C11orf48,ENST00000532208.1,chr11,62439011,-,GENCODE
C11orf49,"ENST00000278460.7,ENST00000378615.3",chr11,46958312,+,GENCODE
C11orf52,ENST00000278601.5,chr11,111789600,+,GENCODE
C11orf53,ENST00000280325.4,chr11,111126706,+,GENCODE
C11orf54,"ENST00000331239.4,ENST00000354421.3,ENST00000528099.1",chr11,93474821,+,GENCODE
C11orf57,ENST00000393047.3,chr11,111945039,+,GENCODE
C11orf58,ENST00000228136.4,chr11,16759947,+,GENCODE
C11orf63,ENST00000227349.2,chr11,122753472,+,GENCODE
C11orf63,ENST00000531316.1,chr11,122756465,+,GENCODE
C11orf65,ENST00000393084.1,chr11,108338257,-,GENCODE
C11orf65,ENST00000529391.1,chr11,108332295,-,GENCODE
C11orf68,"ENST00000438576.2,ENST00000449692.3",chr11,65686559,-,GENCODE
C11orf70,ENST00000434758.2,chr11,101918173,+,GENCODE
C11orf71,ENST00000325636.4,chr11,114271138,-,GENCODE
C11orf73,ENST00000278483.3,chr11,86013264,+,GENCODE
C11orf74,"ENST00000334307.5,ENST00000446510.2",chr11,36616058,+,GENCODE
C11orf74,ENST00000532470.2,chr11,36616399,+,GENCODE
C11orf80,"ENST00000346672.4,ENST00000360962.4,ENST00000532565.2,ENST00000540737.1",chr11,66512257,+,GENCODE
C11orf80,ENST00000525449.2,chr11,66515864,+,GENCODE
C11orf82,"ENST00000430323.2,ENST00000533655.1",chr11,82612753,+,GENCODE
C11orf83,ENST00000377953.3,chr11,62439125,+,GENCODE
C11orf83,ENST00000531323.1,chr11,62437744,+,GENCODE
C11orf84,ENST00000294244.4,chr11,63580859,+,GENCODE
C11orf85,ENST00000301896.5,chr11,64739357,-,GENCODE
C11orf85,ENST00000432175.1,chr11,64727608,-,GENCODE
C11orf86,ENST00000308963.4,chr11,66742747,+,GENCODE
C11orf87,ENST00000327419.6,chr11,109292845,+,GENCODE
C11orf88,"ENST00000332814.6,ENST00000375618.4,ENST00000529167.1",chr11,111385509,+,GENCODE
C11orf91,ENST00000379011.4,chr11,33722346,-,GENCODE
C11orf94,ENST00000449465.1,chr11,45928832,-,GENCODE
C11orf95,"ENST00000338498.5,ENST00000458348.2",chr11,63533433,-,GENCODE
C11orf95,ENST00000433688.1,chr11,63536112,-,GENCODE
C11orf95,ENST00000445014.2,chr11,63533733,-,GENCODE
C11orf96,ENST00000339446.3,chr11,43946891,+,GENCODE
C12orf10,ENST00000267103.5,chr12,53693469,+,GENCODE
C12orf23,"ENST00000280756.4,ENST00000547242.1,ENST00000548125.1,ENST00000550344.1",chr12,107349561,+,GENCODE
C12orf23,ENST00000547081.1,chr12,107350562,+,GENCODE
C12orf23,ENST00000551813.1,chr12,107360712,+,GENCODE
C12orf29,ENST00000356891.3,chr12,88429222,+,GENCODE
C12orf39,ENST00000256969.2,chr12,21679240,+,GENCODE
C12orf4,"ENST00000261250.3,ENST00000545746.1",chr12,4647654,-,GENCODE
C12orf40,ENST00000324616.5,chr12,40019984,+,GENCODE
C12orf42,"ENST00000378113.2,ENST00000548883.1",chr12,103889746,-,GENCODE
C12orf43,ENST00000288757.3,chr12,121454299,-,GENCODE
C12orf44,ENST00000336854.4,chr12,52463754,+,GENCODE
C12orf45,ENST00000552951.1,chr12,105380087,+,GENCODE
C12orf49,ENST00000261318.3,chr12,117175865,-,GENCODE
C12orf5,ENST00000179259.4,chr12,4430370,+,GENCODE
C12orf50,ENST00000298699.2,chr12,88423188,-,GENCODE
C12orf52,"ENST00000548278.1,ENST00000549621.1",chr12,113623330,+,GENCODE
C12orf54,ENST00000314014.2,chr12,48876285,+,GENCODE
C12orf54,ENST00000548364.1,chr12,48877022,+,GENCODE
C12orf55,ENST00000298953.3,chr12,96883384,+,GENCODE
C12orf56,"ENST00000333722.5,ENST00000543259.1",chr12,64784387,-,GENCODE
C12orf57,ENST00000229281.5,chr12,7053185,+,GENCODE
C12orf60,ENST00000330828.2,chr12,14956505,+,GENCODE
C12orf61,ENST00000408887.2,chr12,62997213,-,GENCODE
C12orf65,ENST00000253233.1,chr12,123717462,+,GENCODE
C12orf65,ENST00000366329.2,chr12,123718301,+,GENCODE
C12orf65,ENST00000429587.2,chr12,123737936,+,GENCODE
C12orf66,ENST00000398055.3,chr12,64616070,-,GENCODE
C12orf68,ENST00000316554.3,chr12,48577365,+,GENCODE
C12orf71,ENST00000429849.2,chr12,27235446,-,GENCODE
C12orf73,"ENST00000378090.4,ENST00000547945.1,ENST00000549478.1",chr12,104351019,-,GENCODE
C12orf73,ENST00000553183.1,chr12,104359485,-,GENCODE
C12orf74,"ENST00000397833.3,ENST00000544406.2",chr12,93096710,+,GENCODE
C12orf75,ENST00000443585.1,chr12,105724413,+,GENCODE
C12orf76,ENST00000309050.5,chr12,110505499,-,GENCODE
C12orf77,ENST00000549828.1,chr12,25150372,-,GENCODE
C12orf79,"ENST00000546975.1,ENST00000549802.1,ENST00000551563.2",chr12,92536444,-,GENCODE
C12orf80,ENST00000551332.1,chr12,52602185,-,GENCODE
C12orf80,"ENST00000551894.1,ENST00000553017.1",chr12,52604622,-,GENCODE
C13orf35,ENST00000356049.1,chr13,113301357,+,GENCODE
C13orf45,ENST00000318245.4,chr13,76445186,+,GENCODE
C14orf1,ENST00000256319.6,chr14,76127531,-,GENCODE
C14orf105,"ENST00000216445.3,ENST00000534126.1",chr14,57960521,-,GENCODE
C14orf119,ENST00000319074.4,chr14,23563973,+,GENCODE
C14orf119,ENST00000554203.1,chr14,23564733,+,GENCODE
C14orf132,ENST00000421193.3,chr14,96556595,+,GENCODE
C14orf132,ENST00000555004.1,chr14,96505660,+,GENCODE
C14orf142,ENST00000306954.4,chr14,93673438,-,GENCODE
C14orf159,"ENST00000428926.2,ENST00000523816.1",chr14,91580759,+,GENCODE
C14orf159,"ENST00000522322.1,ENST00000523771.1",chr14,91581036,+,GENCODE
C14orf164,ENST00000430154.2,chr14,23709554,+,GENCODE
C14orf166,ENST00000261700.3,chr14,52456192,+,GENCODE
C14orf166B,ENST00000393774.3,chr14,77292714,+,GENCODE
C14orf169,ENST00000531973.1,chr14,73957668,+,GENCODE
C14orf177,ENST00000325812.2,chr14,99177949,+,GENCODE
C14orf178,"ENST00000355883.3,ENST00000439131.2,ENST00000556047.1",chr14,78227221,+,GENCODE
C14orf180,ENST00000410013.1,chr14,105047477,+,GENCODE
C14orf180,ENST00000557649.1,chr14,105046020,+,GENCODE
C14orf182,ENST00000399206.1,chr14,50474237,-,GENCODE
C14orf183,ENST00000305273.1,chr14,50559360,-,GENCODE
C14orf2,"ENST00000286953.3,ENST00000557040.1",chr14,104387861,-,GENCODE
