Gene ID,TSS ID,Transcript ID,gene name,chromosome,strand,TSS source,primary TSS 5prime,primary TSS 3prime,secondary TSS 5prime,secondary TSS 3prime
LH04829,TSS31505,CUFF.15251.4,-,chr14,-,Annotation,87707033,87707033,87707033,87707033
LH04830,TSS31532,CUFF.14819.1,-,chr14,-,Annotation,89074802,89074802,89074802,89074802
LH04831,TSS31537,P1P2,RP11-33N16.3,chr14,-,"CAGE, primary peaks",90421006,90421019,90420953,90420963
LH04832,TSS31540,CUFF.14842.1,-,chr14,-,Annotation,90854570,90854570,90854570,90854570
LH04833,TSS31541,CUFF.14838.1,-,chr14,-,Annotation,90864346,90864346,90864346,90864346
LH04834,TSS31542,P1P2,RP11-471B22.2,chr14,-,"CAGE, primary peaks",90871548,90871552,90871548,90871552
LH04835,TSS31554,P1P2,CTD-3035D6.2,chr14,-,"CAGE, primary peaks",91294493,91294523,91294527,91294544
LH04836,TSS31561,CUFF.14886.1,-,chr14,-,Annotation,91759857,91759857,91759857,91759857
LH04837,TSS31562,ENST00000565058,RP11-747H7.3,chr14,-,Annotation,92226142,92226142,92226142,92226142
LH04838,TSS31564,ENST00000568290,RP11-529H20.6,chr14,-,Annotation,92516990,92516990,92516990,92516990
LH04839,TSS31565,ENST00000558190,RP11-529H20.5,chr14,-,Annotation,92525877,92525877,92525877,92525877
LH04840,TSS31566,CUFF.14905.1,-,chr14,-,Annotation,92632041,92632041,92632041,92632041
LH04841,TSS31595,P1P2,FAM181A-AS1,chr14,-,"CAGE, primary peaks",94393472,94393507,94393300,94393311
LH04842,TSS31626,ENST00000464767,LINC00341,chr14,-,Annotation,95876427,95876427,95876427,95876427
LH04843,TSS31632,P1P2,SNHG10,chr14,-,"CAGE, primary peaks",96000941,96000991,96000902,96000926
LH04843,TSS31633,P1P2,SNHG10,chr14,-,"CAGE, primary peaks",96000941,96000991,96000902,96000926
LH04843,TSS31634,P1P2,SNHG10,chr14,-,"CAGE, primary peaks",96000941,96000991,96000902,96000926
LH04844,TSS31637,CUFF.15004.1,-,chr14,-,Annotation,96556868,96556868,96556868,96556868
LH04845,TSS31641,CUFF.15014.1,RP11-404P21.1,chr14,-,Annotation,96704054,96704054,96704054,96704054
LH04846,TSS31643,P1P2,RP11-404P21.3,chr14,-,"CAGE, primary peaks",96734892,96734925,96734953,96734994
LH04847,TSS31645,P1P2,RP11-872J21.3,chr14,-,"CAGE, primary peaks",96968624,96968657,96968569,96968614
LH04848,TSS31646,CUFF.15012.1,-,chr14,-,Annotation,97008280,97008280,97008280,97008280
LH04849,TSS31673,P1P2,-,chr14,-,"CAGE, primary peaks",98444386,98444415,98444438,98444453
LH04850,TSS31689,CUFF.15061.5,-,chr14,-,Annotation,98918657,98918657,98918657,98918657
LH04851,TSS31745,P1P2,RP11-638I2.4,chr14,-,"CAGE, primary peaks",100704927,100704965,100704909,100704925
LH04851,TSS31746,P1P2,-,chr14,-,"CAGE, primary peaks",100704927,100704965,100704927,100704965
LH04852,TSS31747,P1P2,AL157871.2,chr14,-,"CAGE, primary peaks",100758059,100758072,100758059,100758072
LH04853,TSS31755,ENST00000557546,RP11-566J3.2,chr14,-,Annotation,101146221,101146221,101146221,101146221
LH04854,TSS31756,CUFF.15161.12,-,chr14,-,Annotation,101159909,101159909,101159909,101159909
LH04855,TSS31758,CUFF.15103.1,-,chr14,-,Annotation,101203486,101203486,101203486,101203486
LH04856,TSS31764,P1P2,RP11-123M6.2,chr14,-,"CAGE, primary peaks",101327353,101327359,101327353,101327359
LH04857,TSS31765,CUFF.15239.1,RP11-909M7.3,chr14,-,Annotation,101449576,101449576,101449576,101449576
LH04858,TSS31778,CUFF.15129.3,-,chr14,-,CAGE permissive peak,101696629,101696666,101696629,101696666
LH04859,TSS31822,CUFF.15146.1,-,chr14,-,"CAGE, robust peak",102227526,102227567,102227526,102227567
LH04860,TSS31823,P1P2,CTD-2017C7.2,chr14,-,"CAGE, primary peaks",102276620,102276672,102276601,102276619
LH04861,TSS31829,ENST00000557551,RP11-1017G21.4,chr14,-,Annotation,102510740,102510740,102510740,102510740
LH04862,TSS31830,ENST00000557242,RP11-1017G21.4,chr14,-,Annotation,102519191,102519191,102519191,102519191
LH04863,TSS31833,CUFF.15157.1,-,chr14,-,Annotation,102689206,102689206,102689206,102689206
LH04864,TSS31834,CUFF.15166.1,-,chr14,-,Annotation,102797188,102797188,102797188,102797188
LH04865,TSS31856,CUFF.15200.1,-,chr14,-,CAGE permissive peak,103601435,103601436,103601435,103601436
LH04866,TSS31866,CUFF.15265.12,-,chr14,-,CAGE permissive peak,103673539,103673543,103673427,103673433
LH04867,TSS31868,CUFF.15265.1,-,chr14,-,Annotation,103675210,103675210,103675210,103675210
LH04868,TSS31869,CUFF.15265.9,-,chr14,-,Annotation,103675834,103675834,103675834,103675834
LH04869,TSS31880,CUFF.15271.1,-,chr14,-,Annotation,103721072,103721072,103721072,103721072
LH04870,TSS31878,CUFF.15270.9,-,chr14,-,Annotation,103722827,103722827,103722827,103722827
LH04871,TSS31887,ENST00000563989,RP11-45P15.4,chr14,-,Annotation,103798704,103798704,103798704,103798704
LH04872,TSS31890,CUFF.15212.1,-,chr14,-,Annotation,103969850,103969850,103969850,103969850
LH04873,TSS31899,P1P2,RP11-600F24.7,chr14,-,"CAGE, primary peaks",103995358,103995438,103995440,103995452
LH04874,TSS31901,CUFF.15214.1,-,chr14,-,Annotation,104060232,104060232,104060232,104060232
LH04875,TSS31902,CUFF.15222.1,-,chr14,-,Annotation,104065752,104065752,104065752,104065752
LH04876,TSS31905,ENST00000498989,RP11-894P9.1,chr14,-,Annotation,104150352,104150352,104150352,104150352
LH04877,TSS31904,CUFF.15224.2,RP11-894P9.1,chr14,-,Annotation,104151417,104151417,104151417,104151417
LH04878,TSS31906,ENST00000602722,RP11-73M18.10,chr14,-,Annotation,104161387,104161387,104161387,104161387
LH04879,TSS31929,P1P2,CTD-2223O18.1,chr14,-,"CAGE, primary peaks",104604593,104604611,104604593,104604611
LH04880,TSS31962,P1P2,RP11-982M15.7,chr14,-,"CAGE, primary peaks",105121898,105121914,105121920,105121930
LH04881,TSS31963,ENST00000564585,RP11-982M15.8,chr14,-,Annotation,105131895,105131895,105131895,105131895
LH04882,TSS31961,CUFF.15311.5,RP11-982M15.7,chr14,-,Annotation,105147308,105147308,105147308,105147308
LH04883,TSS31966,TUCPT_00000697,ADSSL1-ASTUCP1,chr14,-,CAGE permissive peak,105191882,105191890,105191854,105191877
LH04884,TSS31967,CUFF.15285.1,-,chr14,-,CAGE permissive peak,105202458,105202459,105202458,105202459
LH04885,TSS31978,CUFF.15297.1,-,chr14,-,Annotation,105313790,105313790,105313790,105313790
LH04886,TSS31979,CUFF.15292.1,-,chr14,-,Annotation,105316235,105316235,105316235,105316235
LH04887,TSS31981,"CUFF.15330.13,CUFF.15330.17",CTD-3051D23.4,chr14,-,"CAGE, robust peak",105331463,105331476,105331463,105331476
LH04888,TSS31984,CUFF.15299.1,-,chr14,-,Annotation,105339312,105339312,105339312,105339312
LH04889,TSS31986,"CUFF.15299.3,CUFF.15299.4",-,chr14,-,CAGE permissive peak,105344263,105344266,105344263,105344266
LH04890,TSS31988,CUFF.15300.2,-,chr14,-,Annotation,105461669,105461669,105461669,105461669
LH04891,TSS31989,CUFF.15301.1,-,chr14,-,Annotation,105462396,105462396,105462396,105462396
LH04892,TSS31990,CUFF.15407.1,-,chr14,-,CAGE permissive peak,105500028,105500054,105500028,105500054
LH04893,TSS31994,P1P2,RP11-44N21.4,chr14,-,"CAGE, primary peaks",105647606,105647657,105647577,105647582
LH04894,TSS31998,CUFF.15316.1,-,chr14,-,Annotation,105855060,105855060,105855060,105855060
LH04895,TSS31999,CUFF.15317.1,-,chr14,-,Annotation,105868973,105868973,105868973,105868973
LH04896,TSS32001,P1P2,RP11-521B24.3,chr14,-,"CAGE, primary peaks",105886086,105886121,105886124,105886143
LH04897,TSS32002,CUFF.15323.1,-,chr14,-,Annotation,105915477,105915477,105915477,105915477
LH04898,TSS32004,ENST00000552675,RP11-521B24.5,chr14,-,Annotation,105936954,105936954,105936954,105936954
LH04899,TSS32003,CUFF.15320.1,RP11-521B24.5,chr14,-,Annotation,105937103,105937103,105937103,105937103
LH04900,TSS32006,CUFF.15318.1,-,chr14,-,Annotation,105962600,105962600,105962600,105962600
LH04901,TSS32009,CUFF.15321.3,-,chr14,-,Annotation,105967462,105967462,105967462,105967462
LH04902,TSS32021,"ENST00000427543,ENST00000420153",AL928742.12,chr14,-,Annotation,106066546,106066546,106066546,106066546
LH04903,TSS32023,P1P2,RP11-731F5.1,chr14,-,"CAGE, primary peaks",106069247,106069296,106069099,106069110
LH04904,TSS32049,CUFF.15371.20,-,chr15,+,Annotation,20574288,20574288,20574288,20574288
LH04905,TSS32063,CUFF.15362.1,-,chr15,+,Annotation,21365491,21365491,21365491,21365491
LH04906,TSS32066,CUFF.15365.1,-,chr15,+,Annotation,21895386,21895386,21895386,21895386
LH04907,TSS32085,CUFF.15378.1,-,chr15,+,Annotation,22448225,22448225,22448225,22448225
LH04908,TSS32087,CUFF.15377.1,-,chr15,+,Annotation,22512033,22512033,22512033,22512033
LH04909,TSS32095,CUFF.15393.1,CYFIP1-AS1,chr15,+,Annotation,22879559,22879559,22879559,22879559
LH04910,TSS32097,CUFF.15397.1,-,chr15,+,Annotation,23183105,23183105,23183105,23183105
LH04911,TSS32163,ENST00000557108,SNHG14,chr15,+,"CAGE, robust peak",25223549,25223574,25223668,25223678
LH04912,TSS32164,ENST00000551631,SNHG14,chr15,+,Annotation,25224704,25224704,25224704,25224704
LH04913,TSS32165,P1P2,SNHG14,chr15,+,"CAGE, primary peaks",25227140,25227145,25227140,25227145
LH04914,TSS32172,P1P2,SNORD64,chr15,+,"CAGE, primary peaks",25230242,25230260,25229995,25230029
LH04915,TSS32173,ENST00000604451,RP11-701H24.7,chr15,+,Annotation,25236633,25236633,25236633,25236633
LH04916,TSS32166,"ENST00000553134,ENST00000551938",SNHG14,chr15,+,Annotation,25245456,25245456,25245456,25245456
LH04917,TSS32167,CUFF.15766.8,SNHG14,chr15,+,Annotation,25259470,25259470,25259470,25259470
LH04918,TSS32169,ENST00000552781,RP11-701H24.10,chr15,+,Annotation,25264182,25264182,25264182,25264182
LH04919,TSS32170,ENST00000552334,PWAR6,chr15,+,CAGE permissive peak,25276838,25276852,25277152,25277161
LH04920,TSS32174,ENST00000604135,SNORD109A,chr15,+,Annotation,25287065,25287065,25287065,25287065
LH04921,TSS32175,ENST00000549804,SNHG14,chr15,+,"CAGE, robust peak",25295732,25295747,25295902,25295946
LH04922,TSS32171,ENST00000547292,SNHG14,chr15,+,Annotation,25296236,25296236,25296236,25296236
LH04923,TSS32176,ENST00000551077,SNHG14,chr15,+,Annotation,25309918,25309918,25309918,25309918
LH04924,TSS32177,ENST00000383025,SNHG14,chr15,+,Annotation,25322013,25322013,25322013,25322013
LH04925,TSS32178,ENST00000546682,SNHG14,chr15,+,Annotation,25326301,25326301,25326301,25326301
LH04926,TSS32179,CUFF.15769.5,SNHG14,chr15,+,Annotation,25328550,25328550,25328550,25328550
LH04927,TSS32180,P1P2,SNHG14,chr15,+,"CAGE, primary peaks",25330530,25330534,25330530,25330534
LH04928,TSS32192,ENST00000567527,SNORD116-20,chr15,+,Annotation,25332808,25332808,25332808,25332808
LH04929,TSS32181,CUFF.15769.7,SNHG14,chr15,+,Annotation,25361692,25361692,25361692,25361692
LH04930,TSS32182,P1P2,SNHG14,chr15,+,"CAGE, primary peaks",25362170,25362181,25362170,25362181
LH04931,TSS32193,ENST00000605703,RP11-145P16.3,chr15,+,Annotation,25376125,25376125,25376125,25376125
LH04932,TSS32231,P1P2,RP11-100M12.2,chr15,+,"CAGE, primary peaks",27667519,27667538,27667519,27667538
LH04933,TSS32238,CUFF.15487.1,-,chr15,+,Annotation,28936497,28936497,28936497,28936497
LH04934,TSS32244,P1P2,RP11-680F8.1,chr15,+,"CAGE, primary peaks",29967184,29967206,29967002,29967050
LH04935,TSS32248,CUFF.15492.1,-,chr15,+,Annotation,30261333,30261333,30261333,30261333
LH04936,TSS32251,ENST00000562624,AC026150.5,chr15,+,Annotation,30488239,30488239,30488239,30488239
LH04937,TSS32257,CUFF.15501.1,-,chr15,+,Annotation,30696065,30696065,30696065,30696065
LH04938,TSS32259,ENST00000602663,CTD-3092A11.2,chr15,+,Annotation,30780166,30780166,30780166,30780166
LH04939,TSS32261,CUFF.15504.1,AC026150.8,chr15,+,Annotation,30826673,30826673,30826673,30826673
LH04940,TSS32263,ENST00000562992,AC026150.8,chr15,+,Annotation,30832296,30832296,30832296,30832296
LH04941,TSS32264,ENST00000602594,RP11-932O9.9,chr15,+,Annotation,30909161,30909161,30909161,30909161
LH04942,TSS32265,ENST00000602684,RP11-932O9.10,chr15,+,Annotation,30941000,30941000,30941000,30941000
LH04943,TSS32266,ENST00000602886,RP11-540B6.6,chr15,+,Annotation,31218717,31218717,31218717,31218717
LH04944,TSS32293,CUFF.15539.1,-,chr15,+,Annotation,32805144,32805144,32805144,32805144
LH04945,TSS32294,CUFF.15539.3,-,chr15,+,Annotation,32807050,32807050,32807050,32807050
LH04946,TSS32295,ENST00000564670,RP11-1000B6.3,chr15,+,Annotation,32828248,32828248,32828248,32828248
LH04947,TSS32296,ENST00000561999,RP11-1000B6.3,chr15,+,Annotation,32828915,32828915,32828915,32828915
LH04948,TSS32298,CUFF.15560.14,RP11-1000B6.3,chr15,+,Annotation,32877461,32877461,32877461,32877461
LH04949,TSS32299,ENST00000500941,RP11-1000B6.5,chr15,+,Annotation,32905934,32905934,32905934,32905934
LH04950,TSS32303,"CUFF.15562.1,CUFF.15562.2",-,chr15,+,Annotation,33129446,33129446,33129446,33129446
LH04951,TSS32316,CUFF.15568.2,-,chr15,+,Annotation,33440791,33440791,33440791,33440791
LH04952,TSS32320,CUFF.15572.1,-,chr15,+,Annotation,34374534,34374534,34374534,34374534
LH04953,TSS32321,CUFF.15579.1,-,chr15,+,Annotation,34428767,34428767,34428767,34428767
LH04954,TSS32322,ENST00000559867,RP11-1084A12.2,chr15,+,Annotation,34547487,34547487,34547487,34547487
LH04955,TSS32328,"CUFF.15591.1,CUFF.15591.2,CUFF.15591.3,CUFF.15591.4,CUFF.15591.5,CUFF.15591.6",CTD-2125J1.1,chr15,+,Annotation,34947944,34947944,34947944,34947944
LH04956,TSS32338,CUFF.15589.1,-,chr15,+,Annotation,35142588,35142588,35142588,35142588
LH04957,TSS32367,P1P2,RP11-128A17.1,chr15,+,"CAGE, primary peaks",37391438,37391479,37391438,37391479
LH04958,TSS32390,ENST00000559544,RP11-275I4.1,chr15,+,Annotation,38816271,38816271,38816271,38816271
LH04959,TSS32425,P1P2,RP11-37C7.3,chr15,+,"CAGE, primary peaks",40075094,40075116,40075130,40075149
LH04960,TSS32427,P1P2,SRP14-AS1,chr15,+,"CAGE, primary peaks",40331456,40331554,40331456,40331554
LH04961,TSS32429,ENST00000559012,SRP14-AS1,chr15,+,Annotation,40356588,40356588,40356588,40356588
LH04962,TSS32430,ENST00000559022,RP11-521C20.3,chr15,+,Annotation,40381033,40381033,40381033,40381033
LH04963,TSS32434,ENST00000559520,PLCB2-AS1,chr15,+,Annotation,40592871,40592871,40592871,40592871
LH04964,TSS32435,ENST00000559030,RP11-133K1.6,chr15,+,Annotation,40604816,40604816,40604816,40604816
LH04965,TSS32436,CUFF.15656.1,LINC00984,chr15,+,CAGE permissive peak,40615576,40615619,40615766,40615777
LH04966,TSS32437,P1P2,LINC00984,chr15,+,"CAGE, primary peaks",40617728,40617729,40617728,40617729
LH04967,TSS32441,CUFF.15658.1,-,chr15,+,Annotation,40695826,40695826,40695826,40695826
LH04968,TSS32443,CUFF.15660.2,-,chr15,+,Annotation,40725783,40725783,40725783,40725783
LH04969,TSS32445,CUFF.15667.1,-,chr15,+,Annotation,40765795,40765795,40765795,40765795
LH04970,TSS32448,P1P2,RP11-111A22.1,chr15,+,"CAGE, primary peaks",40800183,40800207,40800183,40800207
LH04971,TSS32450,CUFF.15688.8,RP11-111A22.1,chr15,+,Annotation,40831492,40831492,40831492,40831492
LH04972,TSS32451,ENST00000559841,CTD-2339L15.3,chr15,+,Annotation,40935131,40935131,40935131,40935131
LH04973,TSS32452,CUFF.15668.1,RAD51-AS1,chr15,+,Annotation,40979276,40979276,40979276,40979276
LH04974,TSS32455,CUFF.15672.1,-,chr15,+,"CAGE, robust peak",41165850,41165851,41166038,41166060
LH04975,TSS32457,P1P2,RP11-540O11.1,chr15,+,"CAGE, primary peaks",41199014,41199022,41199040,41199045
LH04976,TSS32471,ENST00000560178,RP11-540O11.4,chr15,+,Annotation,41316697,41316697,41316697,41316697
LH04977,TSS32472,CUFF.15687.1,-,chr15,+,Annotation,41325632,41325632,41325632,41325632
LH04978,TSS32476,P1P2,OIP5-AS1,chr15,+,"CAGE, primary peaks",41576180,41576213,41576180,41576213
LH04979,TSS32477,CUFF.15748.13,OIP5-AS1,chr15,+,Annotation,41590067,41590067,41590067,41590067
LH04980,TSS32478,CUFF.15694.1,-,chr15,+,Annotation,41608975,41608975,41608975,41608975
LH04981,TSS32479,ENST00000559959,RP11-16O9.2,chr15,+,Annotation,41635278,41635278,41635278,41635278
LH04982,TSS32480,CUFF.15697.1,-,chr15,+,Annotation,41679747,41679747,41679747,41679747
LH04983,TSS32481,CUFF.15697.2,-,chr15,+,Annotation,41683186,41683186,41683186,41683186
LH04984,TSS32482,CUFF.15696.1,-,chr15,+,Annotation,41695176,41695176,41695176,41695176
LH04985,TSS32485,P1P2,RP11-23P13.6,chr15,+,"CAGE, primary peaks",42184940,42185004,42185181,42185189
LH04986,TSS32501,ENST00000483208,RP11-164J13.1,chr15,+,Annotation,42640301,42640301,42640301,42640301
LH04987,TSS32502,CUFF.15719.1,-,chr15,+,Annotation,42718640,42718640,42718640,42718640
LH04988,TSS32503,"ENST00000567456,CUFF.15724.2",CTD-2036P10.3,chr15,+,Annotation,43031316,43031316,43031316,43031316
LH04989,TSS32504,ENST00000500850,CTD-2036P10.3,chr15,+,Annotation,43032946,43032946,43032946,43032946
LH04990,TSS32509,CUFF.15738.1,-,chr15,+,Annotation,43699673,43699673,43699673,43699673
LH04991,TSS32510,CUFF.15737.1,-,chr15,+,Annotation,43933989,43933989,43933989,43933989
LH04992,TSS32511,CUFF.15737.2,-,chr15,+,Annotation,43934515,43934515,43934515,43934515
LH04993,TSS32512,CUFF.15736.1,-,chr15,+,Annotation,43992724,43992724,43992724,43992724
LH04994,TSS32513,CUFF.15735.1,-,chr15,+,Annotation,44032185,44032185,44032185,44032185
LH04995,TSS32515,CUFF.15741.1,-,chr15,+,Annotation,44182574,44182574,44182574,44182574
LH04996,TSS32517,ENST00000558006,RP11-151N17.1,chr15,+,Annotation,44850027,44850027,44850027,44850027
LH04997,TSS32518,CUFF.15754.1,CTD-2008A1.1,chr15,+,Annotation,45118039,45118039,45118039,45118039
LH04998,TSS32519,ENST00000558419,CTD-2008A1.1,chr15,+,Annotation,45118738,45118738,45118738,45118738
LH04999,TSS32524,ENST00000560034,RP11-519G16.2,chr15,+,Annotation,45462542,45462542,45462542,45462542
LH05000,TSS32530,P1P2,RP11-519G16.3,chr15,+,"CAGE, primary peaks",45740545,45740565,45740512,45740523
LH05001,TSS32532,P1P2,RP11-519G16.3,chr15,+,"CAGE, primary peaks",45742358,45742379,45742318,45742331
LH05002,TSS32571,CUFF.15890.1,RP11-198M11.2,chr15,+,Annotation,48104749,48104749,48104749,48104749
LH05003,TSS32579,CUFF.15786.1,-,chr15,+,Annotation,48451905,48451905,48451905,48451905
LH05004,TSS32581,CUFF.15801.1,-,chr15,+,CAGE permissive peak,48707763,48707764,48707763,48707764
LH05005,TSS32586,P1P2,RP11-485O10.2,chr15,+,"CAGE, primary peaks",49075357,49075373,49075357,49075373
LH05006,TSS32587,P1P2,RP11-485O10.3,chr15,+,"CAGE, primary peaks",49102902,49102913,49102891,49102898
LH05007,TSS32592,ENST00000569135,RP11-353B9.1,chr15,+,Annotation,49944336,49944336,49944336,49944336
LH05008,TSS32609,P1P2,GABPB1-AS1,chr15,+,"CAGE, primary peaks",50647452,50647487,50647422,50647451
LH05009,TSS32610,P1P2,GABPB1-AS1,chr15,+,"CAGE, primary peaks",50647652,50647697,50647422,50647451
LH05010,TSS32611,P1P2,GABPB1-AS1,chr15,+,"CAGE, primary peaks",50648807,50648812,50648807,50648812
LH05011,TSS32612,CUFF.15825.6,GABPB1-AS1,chr15,+,Annotation,50655998,50655998,50655998,50655998
LH05012,TSS32613,CUFF.15818.1,-,chr15,+,Annotation,50703294,50703294,50703294,50703294
LH05013,TSS32615,CUFF.15824.4,RP11-120K9.2,chr15,+,Annotation,50849165,50849165,50849165,50849165
LH05014,TSS32620,CUFF.15827.1,-,chr15,+,Annotation,50994353,50994353,50994353,50994353
LH05015,TSS32621,CUFF.15827.2,-,chr15,+,Annotation,50996558,50996558,50996558,50996558
LH05016,TSS32622,CUFF.15828.1,-,chr15,+,Annotation,50998584,50998584,50998584,50998584
LH05017,TSS32623,ENST00000558317,RP11-507J18.2,chr15,+,Annotation,51038906,51038906,51038906,51038906
LH05018,TSS32625,P1P2,RP11-108K3.1,chr15,+,"CAGE, primary peaks",51329822,51329839,51329822,51329839
LH05018,TSS32626,P1P2,RP11-108K3.1,chr15,+,"CAGE, primary peaks",51329822,51329839,51329822,51329839
LH05019,TSS32630,CUFF.15864.1,-,chr15,+,Annotation,51601198,51601198,51601198,51601198
LH05020,TSS32631,ENST00000558785,RP11-108K3.4,chr15,+,Annotation,51659574,51659574,51659574,51659574
LH05021,TSS32634,ENST00000559977,RP11-707P17.2,chr15,+,Annotation,51749483,51749483,51749483,51749483
LH05022,TSS32635,"ENST00000560727,ENST00000559173",RP11-707P17.2,chr15,+,Annotation,51750107,51750107,51750107,51750107
LH05023,TSS32638,P1P2,RP11-430B1.1,chr15,+,"CAGE, primary peaks",52326042,52326045,52326042,52326045
LH05024,TSS32649,ENST00000559825,CTD-2184D3.6,chr15,+,Annotation,52408771,52408771,52408771,52408771
LH05025,TSS32650,ENST00000557898,CTD-2184D3.7,chr15,+,Annotation,52416758,52416758,52416758,52416758
LH05026,TSS32655,CUFF.15857.1,-,chr15,+,Annotation,52513329,52513329,52513329,52513329
LH05027,TSS32658,CUFF.15858.1,-,chr15,+,Annotation,52602752,52602752,52602752,52602752
LH05028,TSS32659,CUFF.15858.2,-,chr15,+,Annotation,52602996,52602996,52602996,52602996
LH05029,TSS32665,CUFF.15860.1,-,chr15,+,Annotation,52849939,52849939,52849939,52849939
LH05030,TSS32666,CUFF.15873.3,RP11-23N2.4,chr15,+,Annotation,52870039,52870039,52870039,52870039
LH05031,TSS32668,CUFF.15875.1,-,chr15,+,Annotation,52953708,52953708,52953708,52953708
LH05032,TSS32674,"CUFF.15877.1,CUFF.15877.3",-,chr15,+,Annotation,53042090,53042090,53042090,53042090
LH05033,TSS32712,"CUFF.15947.10,CUFF.15947.11",-,chr15,+,Annotation,56311492,56311492,56311492,56311492
LH05034,TSS32732,P1P2,CTD-2330J20.2,chr15,+,"CAGE, primary peaks",58357215,58357217,58357424,58357428
LH05035,TSS32743,CUFF.15972.1,RP11-50C13.1,chr15,+,Annotation,58879242,58879242,58879242,58879242
LH05036,TSS32744,ENST00000560594,RP11-50C13.1,chr15,+,Annotation,58879706,58879706,58879706,58879706
LH05037,TSS32746,CUFF.15976.1,-,chr15,+,Annotation,59166412,59166412,59166412,59166412
LH05038,TSS32747,ENST00000452467,AC025918.2,chr15,+,Annotation,59182166,59182166,59182166,59182166
