study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	instrument_platform	instrument_model	library_name	library_layout	library_strategy	library_source	library_selection	experiment_title	study_title	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	sample_alias	sample_title
PRJNA34535	SAMN00215949	SRS172880	SRX043406	SRR101298	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r1c	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r1c	methylC-seq_1085_h1-npc_r1c_1	1770661104	dff4c938dab340fa77006d48ec48b162	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101298/SRR101298.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101298/SRR101298.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101298/SRR101298.fastq.gz	H1-NPC_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00215949	SRS172880	SRX043404	SRR101299	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r1a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r1a	methylC-seq_1096_h1-npc_r1a_1	1661547168	5194a6f4c8b72c151c434447b8feb570	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101299/SRR101299.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101299/SRR101299.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101299/SRR101299.fastq.gz	H1-NPC_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00215949	SRS172880	SRX043404	SRR101300	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r1a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r1a	methylC-seq_1096_h1-npc_r1a_2	1784666864	009f55d7736bef85c71a24381f3a15ef	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101300/SRR101300.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101300/SRR101300.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101300/SRR101300.fastq.gz	H1-NPC_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00215949	SRS172880	SRX043404	SRR101301	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r1a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r1a	methylC-seq_1096_h1-npc_r1a_3	1829437913	79547679258a4f72aadf4499f307a36e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101301/SRR101301.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101301/SRR101301.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101301/SRR101301.fastq.gz	H1-NPC_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00215949	SRS172880	SRX043404	SRR101302	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r1a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r1a	methylC-seq_1096_h1-npc_r1a_4	1834872546	9545bde9000bb37eb09b45a8bceb6efa	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101302/SRR101302.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101302/SRR101302.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101302/SRR101302.fastq.gz	H1-NPC_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00215949	SRS172880	SRX043404	SRR101303	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r1a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r1a	methylC-seq_1096_h1-npc_r1a_5	1808333980	bf9d1229dd5f718e1ec5d38bfa65dc7b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101303/SRR101303.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101303/SRR101303.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101303/SRR101303.fastq.gz	H1-NPC_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00215949	SRS172880	SRX043404	SRR101304	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r1a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r1a	methylC-seq_1096_h1-npc_r1a_6	1827209303	f34a07a26616654f1e92686417145b92	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101304/SRR101304.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101304/SRR101304.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101304/SRR101304.fastq.gz	H1-NPC_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00215949	SRS172880	SRX043404	SRR101305	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r1a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r1a	methylC-seq_1096_h1-npc_r1a_7	1810530460	6707776ad3ca8f2942124701c5a23064	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101305/SRR101305.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101305/SRR101305.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101305/SRR101305.fastq.gz	H1-NPC_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00215950	SRS172881	SRX043407	SRR101306	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r2a	methylC-seq_1113_h1-npc_r2a_1	2445961228	2c385975ee5a86fee5cb6e94f311e93d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101306/SRR101306.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101306/SRR101306.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101306/SRR101306.fastq.gz	H1-NPC_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00215950	SRS172881	SRX043408	SRR101307	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r2b	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r2b	methylC-seq_1113_h1-npc_r2b_1	2335292567	efee8406178d5fb8a202445a9c46d98d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101307/SRR101307.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101307/SRR101307.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101307/SRR101307.fastq.gz	H1-NPC_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00215949	SRS172880	SRX043405	SRR101308	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r1b	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r1b	methylC-seq_3047_h1-npc_r1b_1	1922276530	ee0dce9da31d88d53e7d320668714153	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101308/SRR101308.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101308/SRR101308.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101308/SRR101308.fastq.gz	H1-NPC_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00215949	SRS172880	SRX043405	SRR101309	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r1b	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r1b	methylC-seq_3047_h1-npc_r1b_2	1957177573	7f7443c3a082f2333839b4ff3e0b225d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101309/SRR101309.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101309/SRR101309.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101309/SRR101309.fastq.gz	H1-NPC_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00215949	SRS172880	SRX043405	SRR101310	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r1b	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r1b	methylC-seq_3047_h1-npc_r1b_3	1973538354	12da795f5e2fb7c3f4cc0afc8f0b144e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101310/SRR101310.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101310/SRR101310.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101310/SRR101310.fastq.gz	H1-NPC_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00215949	SRS172880	SRX043405	SRR101311	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r1b	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r1b	methylC-seq_3047_h1-npc_r1b_4	1949061552	6e4303b3b9dce3edc171710c9c8d8dc2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101311/SRR101311.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101311/SRR101311.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101311/SRR101311.fastq.gz	H1-NPC_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00215949	SRS172880	SRX043405	SRR101312	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r1b	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r1b	methylC-seq_3047_h1-npc_r1b_5	1991790518	44d5be3b1c3ec0d6434e1ab7c23a2232	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101312/SRR101312.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101312/SRR101312.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101312/SRR101312.fastq.gz	H1-NPC_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00215949	SRS172880	SRX043405	SRR101313	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r1b	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r1b	methylC-seq_3047_h1-npc_r1b_6	1971315950	099316bd1c6d861a605ad6b70e7ec532	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101313/SRR101313.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101313/SRR101313.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101313/SRR101313.fastq.gz	H1-NPC_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00215949	SRS172880	SRX043405	SRR101314	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r1b	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r1b	methylC-seq_3047_h1-npc_r1b_7	1971683946	ef6722de6e68cd9cdc14f618f23ce49a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101314/SRR101314.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101314/SRR101314.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101314/SRR101314.fastq.gz	H1-NPC_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00215949	SRS172880	SRX043406	SRR101315	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r1c	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r1c	methylC-seq_3048_h1-npc_r1c_1	2197255301	4caa4fa76352d0e4476a57198ce2008d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101315/SRR101315.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101315/SRR101315.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101315/SRR101315.fastq.gz	H1-NPC_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00215949	SRS172880	SRX043406	SRR101316	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r1c	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r1c	methylC-seq_3048_h1-npc_r1c_2	2173981506	97a16a854fdacee35c233928062e6051	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101316/SRR101316.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101316/SRR101316.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101316/SRR101316.fastq.gz	H1-NPC_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00215949	SRS172880	SRX043406	SRR101317	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r1c	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r1c	methylC-seq_3048_h1-npc_r1c_3	2309835718	1ceab49480444ea883d6b38fa5306756	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101317/SRR101317.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101317/SRR101317.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101317/SRR101317.fastq.gz	H1-NPC_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00215949	SRS172880	SRX043406	SRR101318	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r1c	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r1c	methylC-seq_3048_h1-npc_r1c_4	2351347037	c2c4759fad288a4cf5f2f3e24e7b614d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101318/SRR101318.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101318/SRR101318.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101318/SRR101318.fastq.gz	H1-NPC_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00215949	SRS172880	SRX043406	SRR101319	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r1c	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r1c	methylC-seq_3048_h1-npc_r1c_5	2313207365	6a3bd5f4036f584581e3d6c25d61ccf5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101319/SRR101319.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101319/SRR101319.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101319/SRR101319.fastq.gz	H1-NPC_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00215949	SRS172880	SRX043406	SRR101320	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r1c	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r1c	methylC-seq_3048_h1-npc_r1c_6	2308912167	699bcb2c69b91e03ef909bb888f8b344	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101320/SRR101320.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101320/SRR101320.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101320/SRR101320.fastq.gz	H1-NPC_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00215949	SRS172880	SRX043406	SRR101321	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r1c	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r1c	methylC-seq_3048_h1-npc_r1c_7	2286988430	ae7cd008d444c873093d567de64594a1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101321/SRR101321.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101321/SRR101321.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101321/SRR101321.fastq.gz	H1-NPC_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00215950	SRS172881	SRX043407	SRR101322	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r2a	methylC-seq_3064_h1-npc_r2a_1	7623607647	7533143b2ac61e4b745324b6661583d5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101322/SRR101322.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101322/SRR101322.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101322/SRR101322.fastq.gz	H1-NPC_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00215950	SRS172881	SRX043408	SRR101323	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r2b	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r2b	methylC-seq_3064_h1-npc_r2b_1	7691258499	551ec8887baa93e1b1238d41c29b4a13	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101323/SRR101323.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101323/SRR101323.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101323/SRR101323.fastq.gz	H1-NPC_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00215950	SRS172881	SRX043407	SRR101324	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r2a	methylC-seq_3066_h1-npc_r2a_1	6798070067	08e12d5e19bcdb3107514e8ac0dee39a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101324/SRR101324.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101324/SRR101324.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101324/SRR101324.fastq.gz	H1-NPC_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00215950	SRS172881	SRX043407	SRR101325	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r2a	methylC-seq_3066_h1-npc_r2a_2	6686092286	472587864385b69ca312b69ecaf26587	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101325/SRR101325.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101325/SRR101325.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101325/SRR101325.fastq.gz	H1-NPC_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00215950	SRS172881	SRX043407	SRR101326	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r2a	methylC-seq_3066_h1-npc_r2a_3	6754311063	8ba0254ddc96066b975a25056e3f9fb8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101326/SRR101326.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101326/SRR101326.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101326/SRR101326.fastq.gz	H1-NPC_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00215950	SRS172881	SRX043407	SRR101327	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r2a	methylC-seq_3066_h1-npc_r2a_4	6750410100	e5c4a04a8da2908c8c27772224247ce3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101327/SRR101327.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101327/SRR101327.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101327/SRR101327.fastq.gz	H1-NPC_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00215950	SRS172881	SRX043408	SRR101328	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r2b	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r2b	methylC-seq_3066_h1-npc_r2b_5	6651056153	18b89167ed6199173556dd651cbb476d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101328/SRR101328.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101328/SRR101328.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101328/SRR101328.fastq.gz	H1-NPC_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00215950	SRS172881	SRX043408	SRR101329	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r2b	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r2b	methylC-seq_3066_h1-npc_r2b_6	5857808586	d7985c295ebecf2e242188c15146d71a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101329/SRR101329.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101329/SRR101329.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101329/SRR101329.fastq.gz	H1-NPC_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00215950	SRS172881	SRX043408	SRR101330	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1-npc_r2b	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1-npc_r2b	methylC-seq_3066_h1-npc_r2b_7	6657741152	4515eb4557f49890241a65dcc5a94565	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101330/SRR101330.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR101/SRR101330/SRR101330.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR101/SRR101330/SRR101330.fastq.gz	H1-NPC_r2	Generic sample from Homo sapiens
