File accession	File format	Software used	Encyclopedia Version	Biosample term id	Biosample type	Tissue	Type	Age	Age	Age Units	Organism	Date	Project	md5sum	Assembly	File Status	Derived from	S3 URL	Size
ENCFF986FAC	bed bed3+	candidate Cis-Regulatory Elements	ENCSR786VSQ	candidate Cis-Regulatory Elements	ENCODE v4	retina	tissue	embryonic	74	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	2417f51ed7304e769ab7471423b7048b	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/2182fd5f-46f3-4d49-8ff2-2db8ca45a0a2/ENCFF986FAC.bed.gz	17990357
ENCFF312EYQ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR735TDJ	candidate Cis-Regulatory Elements	ENCODE v4	thymus	tissue	embryonic	147	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	ef6644faf9d159ec2ec2141474c43eb1	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/272f76af-7856-4c7c-ad6e-6fbca439561c/ENCFF312EYQ.bed.gz	17964714
ENCFF026NHK	bed bed3+	candidate Cis-Regulatory Elements	ENCSR441TVY	candidate Cis-Regulatory Elements	ENCODE v4	substantia nigra	tissue	adult	81	year	Homo sapiens	8/30/17	"Zhiping Weng, UMass"	3107cb8d2d9bef2e4b08f4cb8be9c186	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/08/25/c08d81e5-32d2-4ecf-a7a5-08e6555c83d8/ENCFF026NHK.bed.gz	17915653
ENCFF127EPJ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR879JZO	candidate Cis-Regulatory Elements	ENCODE v4	GM23248	cell line	adult	53	year	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	513d44c0b4b4d0c06ac97b09cab61822	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/e0686ce0-34a0-4a54-9971-d58065f0e7ba/ENCFF127EPJ.bed.gz	18053292
ENCFF089ENX	bed bed3+	candidate Cis-Regulatory Elements	ENCSR471WXV	candidate Cis-Regulatory Elements	ENCODE v4	heart right ventricle	tissue	young adult	3	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	6ea7f2038799fb768cf335a4e88163ab	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/744abeae-4b70-4655-b87a-6875f9b21e23/ENCFF089ENX.bed.gz	17901237
ENCFF229KXO	bed bed3+	candidate Cis-Regulatory Elements	ENCSR720NXO	candidate Cis-Regulatory Elements	ENCODE v4	large intestine	tissue	embryonic	113	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	283cd99ab37e1f0dacfc63d7e4eacc13	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/7f2c9e3b-d5f5-4744-b5ce-3f4498ef97b4/ENCFF229KXO.bed.gz	17993147
ENCFF521WKA	bed bed3+	candidate Cis-Regulatory Elements	ENCSR846TTB	candidate Cis-Regulatory Elements	ENCODE v4	esophagus squamous epithelium	tissue	adult	53	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	e7dc84da4be08efcff9f4ef4dd2339eb	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/07/10/ef602f29-c9ee-441e-8619-54fee530bf9e/ENCFF521WKA.bed.gz	17917806
ENCFF170MIC	bed bed3+	candidate Cis-Regulatory Elements	ENCSR898RGU	candidate Cis-Regulatory Elements	ENCODE v4	NT2/D1	cell line	unknown	22	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	57fe7f2864cdd1a35c24ed3c4f20a9bb	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/07/10/e8689390-1825-4d1b-9fc9-0ff953d05c96/ENCFF170MIC.bed.gz	17894616
ENCFF990GFN	bed bed3+	candidate Cis-Regulatory Elements	ENCSR700IDK	candidate Cis-Regulatory Elements	ENCODE v4	trophoblast cell	in vitro differentiated cells	embryonic			Homo sapiens	8/31/17	"Zhiping Weng, UMass"	1cd2ea6804ce2b9c9376de69fee49139	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/d53bb4ac-fac3-477d-b248-43fe4917a611/ENCFF990GFN.bed.gz	18024318
ENCFF477GMA	bed bed3+	candidate Cis-Regulatory Elements	ENCSR680VVC	candidate Cis-Regulatory Elements	ENCODE v4	mammary epithelial cell	primary cell	adult	50	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	dcbb76745cc784d2a8dfcfa7d6c723c5	hg19	released	ENCFF939SVL	https://encode-public.s3.amazonaws.com/2017/07/10/c9a90503-ed16-491f-bf33-58166fa6a266/ENCFF477GMA.bed.gz	17940731
ENCFF065VGF	bed bed3+	candidate Cis-Regulatory Elements	ENCSR635EIH	candidate Cis-Regulatory Elements	ENCODE v4	SK-N-SH	cell line	young adult	4	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	1d02ad66ef8cab1f6ef10c97269f7a67	hg19	released	ENCFF939SVL	https://encode-public.s3.amazonaws.com/2017/08/21/040e3f00-83d4-40e5-ad1d-47ca62872d01/ENCFF065VGF.bed.gz	17970896
ENCFF777GVE	bed bed3+	candidate Cis-Regulatory Elements	ENCSR398GDZ	candidate Cis-Regulatory Elements	ENCODE v4	AG04449	cell line	embryonic	12	week	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	115760cb218be23f3ee47546f2c60bd8	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/9808d6ca-8f56-4b67-a798-a3abfac33dd9/ENCFF777GVE.bed.gz	17902746
ENCFF614HUN	bed bed3+	candidate Cis-Regulatory Elements	ENCSR864YDD	candidate Cis-Regulatory Elements	ENCODE v4	dermis blood vessel endothelial cell	primary cell	adult			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	7ea34bb851a9601b1b1e5d12214523aa	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/3245654b-f79c-43ad-919d-76366a1ab25a/ENCFF614HUN.bed.gz	18046187
ENCFF043VIM	bed bed3+	candidate Cis-Regulatory Elements	ENCSR615IGK	candidate Cis-Regulatory Elements	ENCODE v4	brain	tissue	embryonic	117	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	c989376c9a80c7343535740ed86aa133	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/52e35f63-87e2-4d83-9451-936844d40511/ENCFF043VIM.bed.gz	18004537
ENCFF975URQ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR907LLT	candidate Cis-Regulatory Elements	ENCODE v4	HUES64	cell line	embryonic			Homo sapiens	8/29/17	"Zhiping Weng, UMass"	c3782f6f5dc2d3a3ea060fd2a63c1488	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/111f422a-b0cb-4aa8-9866-9df7e5e2daf1/ENCFF975URQ.bed.gz	17913548
ENCFF533UOZ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR619KDA	candidate Cis-Regulatory Elements	ENCODE v4	H1	cell line	embryonic			Homo sapiens	8/30/17	"Zhiping Weng, UMass"	d25bf4639b0011f76f1171d4fb0af20a	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/08/21/7119a44f-f373-4bff-bf72-0cbf71dc9443/ENCFF533UOZ.bed.gz	17907458
ENCFF550DTC	bed bed3+	candidate Cis-Regulatory Elements	ENCSR303KBA	candidate Cis-Regulatory Elements	ENCODE v4	fibroblast of peridontal ligament	primary cell	unknown			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	306ad1a0d2bb08e42cf31af563f75c76	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/eb33e760-02e2-408b-a414-8bacb91a67cc/ENCFF550DTC.bed.gz	18062036
ENCFF880IXV	bed bed3+	candidate Cis-Regulatory Elements	ENCSR702SCP	candidate Cis-Regulatory Elements	ENCODE v4	T-cell	primary cell	adult	36	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	fa18d11a4fe79e4d787c54fa3835a72c	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/c27a8da3-73e5-41e7-b17f-f5e01314f59e/ENCFF880IXV.bed.gz	17923564
ENCFF758EKJ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR465HHS	candidate Cis-Regulatory Elements	ENCODE v4	bipolar neuron	in vitro differentiated cells	adult	53	year	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	d0b3829069ca2c63fe8b3530dcc30965	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/1c675f06-7cb6-4ae6-b74b-2838eb71713c/ENCFF758EKJ.bed.gz	18028694
ENCFF777HYK	bed bed3+	candidate Cis-Regulatory Elements	ENCSR596RBS	candidate Cis-Regulatory Elements	ENCODE v4	skin fibroblast	primary cell	young adult	10	year	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	2d662902e67eb6aab2ffaf4f3fb089b9	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/99c09e47-7c95-43db-9508-bb688052e773/ENCFF777HYK.bed.gz	18022489
ENCFF823NGF	bed bed3+	candidate Cis-Regulatory Elements	ENCSR244ELQ	candidate Cis-Regulatory Elements	ENCODE v4	renal cortex interstitium	tissue	embryonic	103	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	014c5119b408a5c81a0cc6b531759d00	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/c751f8d2-ca10-43ce-9cbb-a7f28b533aeb/ENCFF823NGF.bed.gz	18013754
ENCFF882TSM	bed bed3+	candidate Cis-Regulatory Elements	ENCSR034TGW	candidate Cis-Regulatory Elements	ENCODE v4	SK-N-SH	cell line	young adult	4	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	4014c4fe6385b637d405580a039782a8	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/44cd61f0-9a2c-42c6-b047-baac1cc865a3/ENCFF882TSM.bed.gz	18088091
ENCFF038FZV	bed bed3+	candidate Cis-Regulatory Elements	ENCSR930JIW	candidate Cis-Regulatory Elements	ENCODE v4	fibroblast of the aortic adventitia	primary cell	unknown			Homo sapiens	8/29/17	"Zhiping Weng, UMass"	e654c7d63212f15efe95d6c1561ba8bf	hg19	released	ENCFF939SVL	https://encode-public.s3.amazonaws.com/2017/08/21/482311d4-7540-4306-a08a-145b25bdac14/ENCFF038FZV.bed.gz	17939595
ENCFF568BMZ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR529EHH	candidate Cis-Regulatory Elements	ENCODE v4	DOHH2	cell line	adult	60	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	8128e71501377270a82cec40265e8448	hg19	released	ENCFF939SVL	https://encode-public.s3.amazonaws.com/2017/07/10/aa0fccd7-0b11-4676-a61b-4f0b6345cad6/ENCFF568BMZ.bed.gz	17968392
ENCFF363KZZ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR401AUA	candidate Cis-Regulatory Elements	ENCODE v4	layer of hippocampus	tissue	adult	81	year	Homo sapiens	8/30/17	"Zhiping Weng, UMass"	2f5adae2e98b2b9501cb507de8a101a2	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/08/25/a871678d-6799-4b68-94c4-9fcb17c0e1a3/ENCFF363KZZ.bed.gz	17917520
ENCFF392UNO	bed bed3+	candidate Cis-Regulatory Elements	ENCSR493DML	candidate Cis-Regulatory Elements	ENCODE v4	thymus	tissue	embryonic	104	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	2c65d2bfa3d6efc8011f78d6dbc5be57	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/9cd039c0-acaa-474a-acbb-c064742e4ae3/ENCFF392UNO.bed.gz	17966874
ENCFF839APQ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR712BSL	candidate Cis-Regulatory Elements	ENCODE v4	liver	tissue	adult	25	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	d67d077c114968ad78f16aebe572e76d	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/08/25/32b3ed55-5223-404b-a1c7-b0cc02325824/ENCFF839APQ.bed.gz	17930422
ENCFF937FAY	bed bed3+	candidate Cis-Regulatory Elements	ENCSR735LGA	candidate Cis-Regulatory Elements	ENCODE v4	HepG2	cell line	young adult	15	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	d9602bea894b6ba299e39219bc8b7744	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/1e16f2d3-2167-431b-9515-33eb522927f2/ENCFF937FAY.bed.gz	18016335
ENCFF055JRL	bed bed3+	candidate Cis-Regulatory Elements	ENCSR378CDF	candidate Cis-Regulatory Elements	ENCODE v4	heart	tissue	embryonic	72	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	ae5d46e23001bd4eb485aa430b110f9b	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/8ce6fa75-9e9b-4b92-a992-81953829b521/ENCFF055JRL.bed.gz	17994701
ENCFF807ZAU	bed bed3+	candidate Cis-Regulatory Elements	ENCSR480EHJ	candidate Cis-Regulatory Elements	ENCODE v4	large intestine	tissue	embryonic	108	day	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	98e2c27c6d3045a511a258b1b69b6b3b	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/3c3c3860-4901-4b98-aa29-23065c57247a/ENCFF807ZAU.bed.gz	18019442
ENCFF716CXV	bed bed3+	candidate Cis-Regulatory Elements	ENCSR175XZE	candidate Cis-Regulatory Elements	ENCODE v4	left lung	tissue	embryonic	115	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	94e7a7df8dcef1c02b2212311661ea09	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/3918d3c7-ea7a-4028-87a3-abeeb34e544c/ENCFF716CXV.bed.gz	18031729
ENCFF079KAZ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR798EUO	candidate Cis-Regulatory Elements	ENCODE v4	foreskin keratinocyte	primary cell	postnatal			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	a9c1cb081acc0b1a0005a1aa17ca70ac	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/8b6a15a3-f16d-4fe6-a297-26cbc8382328/ENCFF079KAZ.bed.gz	18048065
ENCFF472WXZ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR304TCT	candidate Cis-Regulatory Elements	ENCODE v4	brain microvascular endothelial cell	primary cell	unknown			Homo sapiens	8/29/17	"Zhiping Weng, UMass"	55ac80d5d1b15a77eac55fee9d958c6a	hg19	released	ENCFF939SVL	https://encode-public.s3.amazonaws.com/2017/08/21/48debf45-a0c1-4543-8b74-69994b74dc72/ENCFF472WXZ.bed.gz	17979047
ENCFF749IYG	bed bed3+	candidate Cis-Regulatory Elements	ENCSR488RNB	candidate Cis-Regulatory Elements	ENCODE v4	muscle of arm	tissue	embryonic	115	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	093250162c7158c551827be263a80d19	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/39f047a8-8655-4c64-9f49-6659b714b89d/ENCFF749IYG.bed.gz	17976429
ENCFF825PMR	bed bed3+	candidate Cis-Regulatory Elements	ENCSR792SYB	candidate Cis-Regulatory Elements	ENCODE v4	H7	cell line	embryonic			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	173c108fd2ab2da7c44fc8b9576e515a	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/d8361377-1df1-4577-ac93-e91354b188d3/ENCFF825PMR.bed.gz	17872774
ENCFF552ZYK	bed bed3+	candidate Cis-Regulatory Elements	ENCSR189ERZ	candidate Cis-Regulatory Elements	ENCODE v4	epithelial cell of proximal tubule	primary cell	unknown			Homo sapiens	8/29/17	"Zhiping Weng, UMass"	bcf6560d267e728983627e23d0a20410	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/7174e995-6df1-43ab-a403-9a33a477bd1d/ENCFF552ZYK.bed.gz	17907601
ENCFF280NBC	bed bed3+	candidate Cis-Regulatory Elements	ENCSR451UAK	candidate Cis-Regulatory Elements	ENCODE v4	HeLa-S3	cell line	adult	31	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	a7a5b7a1c9622e80756a805de0dec6ee	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/22/5b78652b-9078-4b53-8aea-ffd04ad92a4b/ENCFF280NBC.bed.gz	18053298
ENCFF329MAP	bed bed3+	candidate Cis-Regulatory Elements	ENCSR398RVK	candidate Cis-Regulatory Elements	ENCODE v4	GM12868	cell line	unknown			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	879fec3241579f2a6e7eb77a505d8f44	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/c4db313d-0523-4718-ae43-add646d58a0e/ENCFF329MAP.bed.gz	17954669
ENCFF519ZYZ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR080BON	candidate Cis-Regulatory Elements	ENCODE v4	fibroblast of mammary gland	primary cell	unknown			Homo sapiens	8/29/17	"Zhiping Weng, UMass"	735749459b039e2c9b63bba9da1c6605	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/51709b1a-92e0-4dac-a6e9-f6439fb7351e/ENCFF519ZYZ.bed.gz	17904799
ENCFF987VBG	bed bed3+	candidate Cis-Regulatory Elements	ENCSR906XCV	candidate Cis-Regulatory Elements	ENCODE v4	large intestine	tissue	embryonic	91	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	03d9cdde081a7e42395319ac4e2f339c	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/26d33d6e-00fd-4260-a234-8efa352a60f9/ENCFF987VBG.bed.gz	17976875
ENCFF946CTT	bed bed3+	candidate Cis-Regulatory Elements	ENCSR177SKR	candidate Cis-Regulatory Elements	ENCODE v4	muscle of trunk	tissue	embryonic	115	day	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	a9e27c6b929ce6fc797861133c41fb89	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/d26314d2-1b7e-4686-b4ed-7c6632e3bf0c/ENCFF946CTT.bed.gz	17893599
ENCFF440STS	bed bed3+	candidate Cis-Regulatory Elements	ENCSR441VOB	candidate Cis-Regulatory Elements	ENCODE v4	CD4-positive helper T cell	primary cell	unknown			Homo sapiens	8/30/17	"Zhiping Weng, UMass"	42f8c737d2895886b9f6e6fd6cb0fb7b	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/08/25/19e9abd8-2fb2-4534-86bf-54a2dad1737f/ENCFF440STS.bed.gz	17886233
ENCFF522ISW	bed bed3+	candidate Cis-Regulatory Elements	ENCSR724OWI	candidate Cis-Regulatory Elements	ENCODE v4	brain	tissue	embryonic	109	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	de825d47903e4ace0be675ac3923dc65	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/cf42b345-2131-4a3e-9867-7fcdfab8433c/ENCFF522ISW.bed.gz	17996277
ENCFF222SVT	bed bed3+	candidate Cis-Regulatory Elements	ENCSR471NGP	candidate Cis-Regulatory Elements	ENCODE v4	epithelial cell of prostate	primary cell	unknown			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	1f8e4f73294ee0190bcc2e2ffde78042	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/79dbb7e0-b6b9-4e45-9d99-803b8df164fd/ENCFF222SVT.bed.gz	18001634
ENCFF050RDD	bed bed3+	candidate Cis-Regulatory Elements	ENCSR449JZZ	candidate Cis-Regulatory Elements	ENCODE v4	muscle of back	tissue	embryonic	85	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	6b0c2cb0aac48285ec15d7f6bddc06d5	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/99f0696e-4426-4d90-8b5b-c143901b85f5/ENCFF050RDD.bed.gz	18006100
ENCFF666ICF	bed bed3+	candidate Cis-Regulatory Elements	ENCSR410PQX	candidate Cis-Regulatory Elements	ENCODE v4	fibroblast of lung	primary cell	unknown	45	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	869c157ab3bf8a6a343bcde78817ce9c	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/1ce76a6b-e299-4bb7-a9fd-c16dea3f277c/ENCFF666ICF.bed.gz	17874815
ENCFF913HZD	bed bed3+	candidate Cis-Regulatory Elements	ENCSR552NAT	candidate Cis-Regulatory Elements	ENCODE v4	NB4	cell line	adult	23	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	ad962465e446efc8678497f5b9682fee	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/07/10/6874a978-9f28-41e5-a464-c020c91e177c/ENCFF913HZD.bed.gz	17895989
ENCFF682KZW	bed bed3+	candidate Cis-Regulatory Elements	ENCSR410FVR	candidate Cis-Regulatory Elements	ENCODE v4	LNCaP clone FGC	cell line	adult	50	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	d1d80383b565f9dc9565d5a46c96a204	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/07/10/1f87aefb-3b8b-4ee5-bf90-e2e01b450732/ENCFF682KZW.bed.gz	17898909
ENCFF384JMV	bed bed3+	candidate Cis-Regulatory Elements	ENCSR457GEO	candidate Cis-Regulatory Elements	ENCODE v4	Karpas-422	cell line	adult	72	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	62ec39f5b56d7366b0123090e4f406c2	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/07/10/a8b3845a-820e-4555-8ac8-81ce0dd62fa2/ENCFF384JMV.bed.gz	17900428
ENCFF400CKV	bed bed3+	candidate Cis-Regulatory Elements	ENCSR639XTM	candidate Cis-Regulatory Elements	ENCODE v4	transverse colon	tissue	adult	53	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	c499a55215eeae73a24a342fcfd3aca1	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/f3b14d6b-d810-4b94-95cb-ee72eb59b5c0/ENCFF400CKV.bed.gz	17990865
ENCFF111WJO	bed bed3+	candidate Cis-Regulatory Elements	ENCSR286AFA	candidate Cis-Regulatory Elements	ENCODE v4	natural killer cell	primary cell	adult	37	year	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	18139c47a788877b75fc3f25ae454775	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/06517891-8873-4c6f-bb58-b7117d3f843e/ENCFF111WJO.bed.gz	17936713
ENCFF043SHC	bed bed3+	candidate Cis-Regulatory Elements	ENCSR032OBW	candidate Cis-Regulatory Elements	ENCODE v4	PC-3	cell line	adult	62	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	eafdf785122a17e6a55f1421b25bbda3	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/07/10/c0378f52-e5a9-43fd-b113-b6d0f54004db/ENCFF043SHC.bed.gz	17911150
ENCFF460AHP	bed bed3+	candidate Cis-Regulatory Elements	ENCSR648JSG	candidate Cis-Regulatory Elements	ENCODE v4	mid-neurogenesis radial glial cells	in vitro differentiated cells	embryonic	5	day	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	bda6489d9e97d522063097fd8f7872b3	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/07/10/8b6d92e7-900c-4094-9f8c-f252bd656b94/ENCFF460AHP.bed.gz	17918163
ENCFF550VAK	bed bed3+	candidate Cis-Regulatory Elements	ENCSR059YXD	candidate Cis-Regulatory Elements	ENCODE v4	OCI-LY7	cell line	adult	48	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	417006eac54266415006b1b14e44b8e7	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/07/10/9499d1ac-ca61-458a-a756-1d65d1338385/ENCFF550VAK.bed.gz	17911484
ENCFF326VJF	bed bed3+	candidate Cis-Regulatory Elements	ENCSR760SYU	candidate Cis-Regulatory Elements	ENCODE v4	osteoblast	primary cell	unknown			Homo sapiens	8/30/17	"Zhiping Weng, UMass"	553ba6457be4e187d591b77efd01f622	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/08/21/c810675e-dae4-4e86-8c3d-745db845a1c5/ENCFF326VJF.bed.gz	17939404
ENCFF316MQA	bed bed3+	candidate Cis-Regulatory Elements	ENCSR341ODD	candidate Cis-Regulatory Elements	ENCODE v4	globus pallidus	tissue	adult	84	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	700c5e41dbdf2f672c912d4fbd2133b3	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/58fbf20f-e248-470a-81ac-453ff44388c3/ENCFF316MQA.bed.gz	17999013
ENCFF806SOA	bed bed3+	candidate Cis-Regulatory Elements	ENCSR361BFD	candidate Cis-Regulatory Elements	ENCODE v4	MM.1S	cell line	adult	42	year	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	8a988939c15573ab8c3216a6e8e0d0d8	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/89258679-2240-4d18-9565-f27e157e119a/ENCFF806SOA.bed.gz	17958334
ENCFF484XBS	bed bed3+	candidate Cis-Regulatory Elements	ENCSR551OJX	candidate Cis-Regulatory Elements	ENCODE v4	midbrain	tissue	adult	78	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	8c228e89c41481b1b3e204cc06068b01	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/cbff1167-94dc-46ed-8aff-c7ede3828c9b/ENCFF484XBS.bed.gz	17970284
ENCFF654NEI	bed bed3+	candidate Cis-Regulatory Elements	ENCSR274NFA	candidate Cis-Regulatory Elements	ENCODE v4	smooth muscle cell	in vitro differentiated cells	embryonic	5	day	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	465f7aa6ec508f89b86ab2cc95a10984	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/07/10/e5f092a4-9604-40ac-9759-7c173855f7dc/ENCFF654NEI.bed.gz	17902925
ENCFF647RSA	bed bed3+	candidate Cis-Regulatory Elements	ENCSR376OQT	candidate Cis-Regulatory Elements	ENCODE v4	keratinocyte	primary cell	unknown			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	e3d25d9ec62918472a18269da56b2f38	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/94fb3a2b-e0aa-42fa-aaf6-1f467ab3609e/ENCFF647RSA.bed.gz	18032711
ENCFF552PEF	bed bed3+	candidate Cis-Regulatory Elements	ENCSR554AMF	candidate Cis-Regulatory Elements	ENCODE v4	trophoblast cell	in vitro differentiated cells	embryonic			Homo sapiens	8/29/17	"Zhiping Weng, UMass"	86a176a4edad0b539f291a5d707010a7	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/25/3e68155a-bc0d-41ea-b724-7b9f77411817/ENCFF552PEF.bed.gz	17882739
